id	organism name	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA	domain	phylum	class	order	family	genus
9257	Listeria monocytogenes	AAANVD.gz	AAANVD010000001-AAANVD010000016	16	3057270	BCT	2019-02-05	2020-03-11	PRJNA215355	SAMN02709438	SRR8535470	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9258	Listeria monocytogenes	AAANVE.gz	AAANVE010000001-AAANVE010000020	20	3116375	BCT	2019-02-05	2020-03-11	PRJNA215355	SAMN02921517	SRR8535473	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9259	Listeria monocytogenes	AAANVF.gz	AAANVF010000001-AAANVF010000062	62	3127861	BCT	2019-02-05	2020-03-11	PRJNA215355	SAMN02922565	SRR8535476	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9260	Listeria monocytogenes	AAANVG.gz	AAANVG010000001-AAANVG010000025	25	3020531	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582686	SRR1112241	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9261	Listeria monocytogenes	AAANVH.gz	AAANVH010000001-AAANVH010000314	314	2893517	BCT	2019-02-05	2020-03-11	PRJNA215355	SAMN10719469	SRR8425697	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9262	Listeria monocytogenes	AAANVI.gz	AAANVI010000001-AAANVI010000013	13	3017305	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582687	SRR1112089	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9263	Listeria monocytogenes	AAANVJ.gz	AAANVJ010000001-AAANVJ010000029	29	2946273	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582685	SRR1112242	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9264	Listeria monocytogenes	AAANVK.gz	AAANVK010000001-AAANVK010000028	28	2966238	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582688	SRR1112086	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9265	Listeria monocytogenes	AAANVL.gz	AAANVL010000001-AAANVL010000075	75	2930691	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582698	SRR1112096	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9266	Listeria monocytogenes	AAANVM.gz	AAANVM010000001-AAANVM010000030	30	3045089	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582700	SRR1112103	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9267	Listeria monocytogenes	AAANVN.gz	AAANVN010000001-AAANVN010000020	20	2869924	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582707	SRR1112181	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9268	Listeria monocytogenes	AAANVO.gz	AAANVO010000001-AAANVO010000036	36	2966942	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582704	SRR1112139	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9269	Listeria monocytogenes	AAANVP.gz	AAANVP010000001-AAANVP010000078	78	2998968	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582697	SRR1112090	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9270	Listeria monocytogenes	AAANVQ.gz	AAANVQ010000001-AAANVQ010000061	61	3027549	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582709	SRR1112191	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9271	Listeria monocytogenes	AAANVR.gz	AAANVR010000001-AAANVR010000052	52	2968831	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582711	SRR1112198	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9272	Listeria monocytogenes	AAANVS.gz	AAANVS010000001-AAANVS010000028	28	2905475	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582708	SRR1112186	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9273	Listeria monocytogenes	AAANVT.gz	AAANVT010000001-AAANVT010000060	60	3009599	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582710	SRR1112195	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9274	Listeria monocytogenes	AAANVU.gz	AAANVU010000001-AAANVU010000247	247	2916415	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582713	SRR1112204	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9275	Listeria monocytogenes	AAANVV.gz	AAANVV010000001-AAANVV010000048	48	2909834	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582715	SRR1112220	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9276	Listeria monocytogenes	AAANVW.gz	AAANVW010000001-AAANVW010000031	31	2885121	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582717	SRR1112134	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9277	Listeria monocytogenes	AAANVX.gz	AAANVX010000001-AAANVX010000040	40	2972978	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582712	SRR1112203	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9278	Listeria monocytogenes	AAANVY.gz	AAANVY010000001-AAANVY010000020	20	2890320	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582714	SRR1112216	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9279	Listeria monocytogenes	AAANVZ.gz	AAANVZ010000001-AAANVZ010000035	35	2985814	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582719	SRR1112227	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9280	Listeria monocytogenes	AAANWA.gz	AAANWA010000001-AAANWA010000050	50	3048980	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582718	SRR1112182	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9281	Listeria monocytogenes	AAANWB.gz	AAANWB010000001-AAANWB010000167	167	2878527	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582720	SRR1112237	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9282	Listeria monocytogenes	AAANWC.gz	AAANWC010000001-AAANWC010000179	179	2935952	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10881531	SRR8540650	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9283	Listeria monocytogenes	AAANWD.gz	AAANWD010000001-AAANWD010000023	23	3174498	BCT	2018-06-17	2019-03-27	PRJNA212117	SAMN02582722	SRR1112233	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9284	Listeria monocytogenes	AAANWE.gz	AAANWE010000001-AAANWE010000187	187	2971171	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10881541	SRR8540662	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9285	Listeria monocytogenes	AAANWF.gz	AAANWF010000001-AAANWF010000199	199	2986955	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10881546	SRR8540664	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9286	Listeria monocytogenes	AAANWG.gz	AAANWG010000001-AAANWG010000044	44	3009347	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880981	SRR8544193	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9287	Listeria monocytogenes	AAANWH.gz	AAANWH010000001-AAANWH010000112	112	3133255	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880985	SRR8544190	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9288	Listeria monocytogenes	AAANWI.gz	AAANWI010000001-AAANWI010000075	75	3058707	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880980	SRR8544215	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9289	Listeria monocytogenes	AAANWJ.gz	AAANWJ010000001-AAANWJ010000067	67	3086242	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880988	SRR8544213	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9290	Listeria monocytogenes	AAANWK.gz	AAANWK010000001-AAANWK010000033	33	2925651	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880983	SRR8544230	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9291	Listeria monocytogenes	AAANWL.gz	AAANWL010000001-AAANWL010000114	114	2951175	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880991	SRR8544236	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9292	Listeria monocytogenes	AAANWM.gz	AAANWM010000001-AAANWM010000144	144	3060127	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880990	SRR8544197	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9293	Listeria monocytogenes	AAANWN.gz	AAANWN010000001-AAANWN010000033	33	3114767	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10883349	SRR8544224	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9294	Listeria monocytogenes	AAANWO.gz	AAANWO010000001-AAANWO010000047	47	3072390	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880986	SRR8544249	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9295	Listeria monocytogenes	AAANWP.gz	AAANWP010000001-AAANWP010000169	169	3079718	BCT	2019-02-15	2019-03-27	PRJNA514285	SAMN10880987	SRR8544250	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9296	Listeria monocytogenes	AAANWQ.gz	AAANWQ010000001-AAANWQ010000031	31	2934480	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10884144	SRR8544654	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9297	Listeria monocytogenes	AAANWR.gz	AAANWR010000001-AAANWR010000108	108	3013170	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10884655	SRR8545719	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9298	Listeria monocytogenes	AAANWS.gz	AAANWS010000001-AAANWS010000145	145	2979904	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10884656	SRR8545722	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9299	Listeria monocytogenes	AAANWT.gz	AAANWT010000001-AAANWT010000191	191	2929993	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10884660	SRR8545718	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9300	Listeria monocytogenes	AAANWU.gz	AAANWU010000001-AAANWU010000199	199	2990114	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10884659	SRR8545720	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9301	Listeria monocytogenes	AAANWV.gz	AAANWV010000001-AAANWV010000213	213	2960539	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10884658	SRR8545723	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9302	Listeria monocytogenes	AAANWW.gz	AAANWW010000001-AAANWW010000063	63	3036380	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10887839	SRR8549369	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9303	Listeria monocytogenes	AAANWX.gz	AAANWX010000001-AAANWX010000269	269	2976097	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10885808	SRR8545738	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9304	Listeria monocytogenes	AAANWY.gz	AAANWY010000001-AAANWY010000017	17	2993443	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10905546	SRR8552490	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9305	Listeria monocytogenes	AAANWZ.gz	AAANWZ010000001-AAANWZ010000189	189	3010302	BCT	2019-02-15	2019-03-27	PRJNA514292	SAMN10885805	SRR8545736	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9306	Listeria monocytogenes	AAANXA.gz	AAANXA010000001-AAANXA010000034	34	2888865	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10910434	SRR8556801	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9307	Listeria monocytogenes	AAANXB.gz	AAANXB010000001-AAANXB010000022	22	2952769	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10912735	SRR8559023	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9308	Listeria monocytogenes	AAANXC.gz	AAANXC010000001-AAANXC010000024	24	3093908	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10919455	SRR8564908	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9309	Listeria monocytogenes	AAANXD.gz	AAANXD010000001-AAANXD010000124	124	3032560	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10919451	SRR8564904	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9310	Listeria monocytogenes	AAANXE.gz	AAANXE010000001-AAANXE010000013	13	3195535	BCT	2019-02-15	2020-03-11	PRJNA215355	SAMN10910408	SRR8556770	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9311	Listeria monocytogenes	AAANXF.gz	AAANXF010000001-AAANXF010000053	53	2995309	BCT	2019-02-15	2019-03-27	PRJNA514286	SAMN10917948	SRR8571151	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9312	Listeria monocytogenes	AAANXG.gz	AAANXG010000001-AAANXG010000038	38	3021701	BCT	2019-02-15	2019-03-27	PRJNA212117	SAMN10910711	SRR8558259	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9313	Listeria monocytogenes	AAANXH.gz	AAANXH010000001-AAANXH010000020	20	3018257	BCT	2019-02-15	2019-03-27	PRJNA514286	SAMN10918002	SRR8571152	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9314	Listeria innocua	AAANXI.gz	AAANXI010000001-AAANXI010000032	32	2873091	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929219	SRR8573690	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9315	Listeria monocytogenes	AAANXJ.gz	AAANXJ010000001-AAANXJ010000038	38	2914736	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929218	SRR8573693	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9316	Listeria innocua	AAANXK.gz	AAANXK010000001-AAANXK010000011	11	2812481	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929221	SRR8573689	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9317	Listeria monocytogenes	AAANXL.gz	AAANXL010000001-AAANXL010000028	28	2962787	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929231	SRR8573697	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9318	Listeria monocytogenes	AAANXM.gz	AAANXM010000001-AAANXM010000024	24	3040530	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929242	SRR8573696	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9319	Listeria monocytogenes	AAANXN.gz	AAANXN010000001-AAANXN010000068	68	3068424	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929217	SRR8573694	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9320	Listeria monocytogenes	AAANXO.gz	AAANXO010000001-AAANXO010000129	129	3060797	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929240	SRR8573699	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9321	Listeria monocytogenes	AAANXP.gz	AAANXP010000001-AAANXP010000051	51	3160348	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929237	SRR8573700	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9322	Listeria innocua	AAANXQ.gz	AAANXQ010000001-AAANXQ010000044	44	2860341	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929239	SRR8573702	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9323	Listeria monocytogenes	AAANXR.gz	AAANXR010000001-AAANXR010000050	50	3109658	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929241	SRR8573701	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9324	Listeria monocytogenes	AAANXS.gz	AAANXS010000001-AAANXS010000026	26	3097261	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929233	SRR8573698	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9325	Listeria innocua	AAANXT.gz	AAANXT010000001-AAANXT010000018	18	2915525	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929255	SRR8573740	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9326	Listeria innocua	AAANXU.gz	AAANXU010000001-AAANXU010000017	17	2820777	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929234	SRR8573706	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9327	Listeria monocytogenes	AAANXV.gz	AAANXV010000001-AAANXV010000087	87	3119394	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929232	SRR8573703	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9328	Listeria monocytogenes	AAANXW.gz	AAANXW010000001-AAANXW010000025	25	2958487	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929253	SRR8573742	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9329	Listeria monocytogenes	AAANXX.gz	AAANXX010000001-AAANXX010000030	30	3083148	BCT	2019-02-15	2019-03-27	PRJNA514061	SAMN10929254	SRR8573741	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9330	Listeria monocytogenes	AAANXY.gz	AAANXY010000001-AAANXY010000022	22	3045846	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929248	SRR8573744	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9331	Listeria monocytogenes	AAANXZ.gz	AAANXZ010000001-AAANXZ010000079	79	3111467	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929238	SRR8573704	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9332	Listeria monocytogenes	AAANYA.gz	AAANYA010000001-AAANYA010000237	237	3050878	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929236	SRR8573707	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9333	Listeria monocytogenes	AAANYB.gz	AAANYB010000001-AAANYB010000028	28	3030245	BCT	2019-02-15	2019-03-27	PRJNA514061	SAMN10929246	SRR8573747	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9334	Listeria monocytogenes	AAANYC.gz	AAANYC010000001-AAANYC010000023	23	2999680	BCT	2019-02-15	2019-03-27	PRJNA514061	SAMN10929252	SRR8573746	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9335	Listeria monocytogenes	AAANYD.gz	AAANYD010000001-AAANYD010000020	20	3004663	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929243	SRR8573751	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9336	Listeria monocytogenes	AAANYE.gz	AAANYE010000001-AAANYE010000041	41	3096467	BCT	2019-02-15	2019-03-27	PRJNA514061	SAMN10929249	SRR8573748	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9337	Listeria innocua	AAANYF.gz	AAANYF010000001-AAANYF010000022	22	2946902	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929247	SRR8573750	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9338	Listeria monocytogenes	AAANYG.gz	AAANYG010000001-AAANYG010000050	50	3151319	BCT	2019-02-15	2019-03-27	PRJNA514061	SAMN10929250	SRR8573752	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9339	Listeria monocytogenes	AAANYH.gz	AAANYH010000001-AAANYH010000019	19	3170179	BCT	2019-02-15	2019-03-27	PRJNA514061	SAMN10929261	SRR8573759	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9340	Listeria monocytogenes	AAANYI.gz	AAANYI010000001-AAANYI010000017	17	2949550	BCT	2019-02-15	2025-09-11	PRJNA368992	SAMN10929258	SRR8573756	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9341	Listeria monocytogenes	AAANYJ.gz	AAANYJ010000001-AAANYJ010000076	76	2920883	BCT	2019-02-15	2019-03-27	PRJNA215355	SAMN10935692	SRR8575068	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9342	Listeria innocua	AAANYK.gz	AAANYK010000001-AAANYK010000015	15	2955802	BCT	2019-02-15	2019-03-27	PRJNA514290	SAMN10929256	SRR8573758	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9343	Listeria monocytogenes	AAANYL.gz	AAANYL010000001-AAANYL010000045	45	3240539	BCT	2019-02-15	2019-03-27	PRJNA215355	SAMN10935691	SRR8575067	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9344	Listeria monocytogenes	AAANYM.gz	AAANYM010000001-AAANYM010000032	32	3087050	BCT	2019-02-15	2020-03-11	PRJNA215355	SAMN10952950	SRR8581560	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9345	Listeria monocytogenes	AAANYN.gz	AAANYN010000001-AAANYN010000076	76	3204283	BCT	2019-02-15	2019-03-27	PRJNA215355	SAMN10935690	SRR8575069	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9346	Listeria monocytogenes	AAANYO.gz	AAANYO010000001-AAANYO010000027	27	3137146	BCT	2019-02-15	2020-03-11	PRJNA215355	SAMN10952914	SRR8581559	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9347	Listeria monocytogenes	AAANYP.gz	AAANYP010000001-AAANYP010000035	35	3093186	BCT	2019-02-15	2020-03-11	PRJNA215355	SAMN10953165	SRR8582157	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9348	Listeria monocytogenes	AAANYQ.gz	AAANYQ010000001-AAANYQ010000018	18	2964219	BCT	2019-02-19	2019-03-27	PRJNA212117	SAMN10964471	SRR8589636	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9349	Listeria monocytogenes	AAANYR.gz	AAANYR010000001-AAANYR010000024	24	3177191	BCT	2019-02-15	2020-03-11	PRJNA215355	SAMN10953173	SRR8582169	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9350	Listeria monocytogenes	AAANYS.gz	AAANYS010000001-AAANYS010000039	39	3136742	BCT	2019-02-15	2019-03-27	PRJNA514286	SAMN10954043	SRR8582416	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9351	Listeria monocytogenes	AAANYT.gz	AAANYT010000001-AAANYT010000079	79	2996739	BCT	2019-02-19	2019-03-27	PRJNA212117	SAMN10964468	SRR8589637	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9352	Listeria monocytogenes	AAANYU.gz	AAANYU010000001-AAANYU010000042	42	3189674	BCT	2019-02-15	2020-03-11	PRJNA215355	SAMN10953170	SRR8582166	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9353	Listeria monocytogenes	AAANYV.gz	AAANYV010000001-AAANYV010000032	32	2958045	BCT	2019-02-19	2019-03-27	PRJNA212117	SAMN10964469	SRR8589638	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9354	Listeria monocytogenes	AAANYW.gz	AAANYW010000001-AAANYW010000027	27	2994334	BCT	2019-02-19	2019-03-27	PRJNA212117	SAMN10964470	SRR8589639	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9355	Listeria monocytogenes	AAANYX.gz	AAANYX010000001-AAANYX010000012	12	3011580	BCT	2019-02-19	2019-03-27	PRJNA212117	SAMN10964467	SRR8589641	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9356	Listeria monocytogenes	AAANYY.gz	AAANYY010000001-AAANYY010000053	53	3223918	BCT	2019-02-15	2019-03-27	PRJNA215355	SAMN10954052	SRR8582810	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9357	Listeria monocytogenes	AAANYZ.gz	AAANYZ010000001-AAANYZ010000056	56	3205105	BCT	2019-02-19	2020-03-11	PRJNA215355	SAMN10965478	SRR8590606	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9358	Listeria monocytogenes	AAANZA.gz	AAANZA010000001-AAANZA010000030	30	3121752	BCT	2019-02-19	2020-03-11	PRJNA215355	SAMN10965480	SRR8590613	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9359	Listeria monocytogenes	AAANZB.gz	AAANZB010000001-AAANZB010000016	16	3100745	BCT	2019-02-19	2020-03-11	PRJNA215355	SAMN02921418	SRR8589828	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9360	Listeria monocytogenes	AAANZC.gz	AAANZC010000001-AAANZC010000015	15	3000395	BCT	2019-02-19	2019-03-27	PRJNA212117	SAMN10964472	SRR8589640	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9361	Listeria monocytogenes	AAANZD.gz	AAANZD010000001-AAANZD010000029	29	3083440	BCT	2019-02-19	2020-03-11	PRJNA215355	SAMN10965446	SRR8589829	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9362	Listeria monocytogenes	AAANZE.gz	AAANZE010000001-AAANZE010000054	54	3242587	BCT	2019-02-19	2020-03-11	PRJNA215355	SAMN10965472	SRR8589943	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9363	Listeria monocytogenes	AAANZF.gz	AAANZF010000001-AAANZF010000038	38	3152956	BCT	2019-02-19	2025-09-11	PRJNA368992	SAMN10965577	SRR8590862	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9364	Listeria monocytogenes	AAANZG.gz	AAANZG010000001-AAANZG010000044	44	3122048	BCT	2019-02-19	2020-03-11	PRJNA215355	SAMN10965481	SRR8590615	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9365	Listeria monocytogenes	AAANZH.gz	AAANZH010000001-AAANZH010000035	35	3122895	BCT	2019-02-19	2025-09-11	PRJNA368992	SAMN10965540	SRR8590659	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9366	Listeria innocua	AAANZJ.gz	AAANZJ010000001-AAANZJ010000035	35	2851511	BCT	2019-02-19	2019-03-27	PRJNA215355	SAMN10461405	SRR8590881	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9367	Listeria monocytogenes	AAANZK.gz	AAANZK010000001-AAANZK010000334	334	2996495	BCT	2019-02-20	2020-03-11	PRJNA215355	SAMN10974111	SRR8595628	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
